player_id,yr,pa,ab,r,h,_1b,_2b,_3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
ethiean01,2016,26,24,2,5,3,1,0,1,2,0,0,2,6,1,0,0,0,1
ethiean01,2017,38,34,3,8,5,1,0,2,3,0,0,4,10,1,0,0,0,0
evansph01,2017,38,33,4,10,8,2,0,0,1,0,0,4,8,0,1,0,0,0
evansph01,2018,23,21,1,3,3,0,0,0,1,1,0,2,8,0,0,0,0,1
evelada01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fairbpe01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
familje01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
familje01,2017,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
familje01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
familje01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fariaja01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fariaja01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fariaja01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farmebu01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farmebu01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farmebu01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farmebu01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farmeky01,2017,20,20,1,6,5,1,0,0,2,0,0,0,3,0,0,0,0,2
farmeky01,2018,77,68,1,16,11,4,1,0,9,0,0,5,15,1,3,0,1,1
farmeky01,2019,197,183,22,42,27,6,0,9,27,4,1,10,59,1,3,0,1,1
farquda01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farquda01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farquda01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farrelu01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farrelu01,2018,5,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
farrelu01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faulkan01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feathta01,2016,28,26,2,3,2,1,0,0,1,2,0,2,11,0,0,0,0,0
feathta01,2017,47,39,6,7,4,1,0,2,6,1,0,5,15,0,1,0,2,1
feddeer01,2017,5,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
feddeer01,2018,17,16,1,1,1,0,0,0,0,0,0,1,5,0,0,0,0,1
feddeer01,2019,20,15,1,2,2,0,0,0,0,0,0,0,6,0,0,5,0,0
federti01,2016,33,31,3,6,4,2,0,0,3,0,0,1,12,0,0,0,1,1
federti01,2017,14,13,3,3,1,0,0,2,3,0,0,1,4,0,0,0,0,1
federti01,2018,42,40,5,9,4,4,0,1,4,0,0,2,16,0,0,0,0,1
federti01,2019,83,75,6,12,6,2,0,4,7,1,0,5,31,0,0,3,0,1
feierry01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feldmsc01,2016,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
feldmsc01,2017,38,34,0,1,1,0,0,0,0,0,0,0,16,0,0,4,0,0
felizmi01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
felizmi01,2017,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
felizmi01,2018,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
felizmi01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
felizne01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
felizne01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ferguca01,2018,5,5,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1
ferguca01,2019,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
fernajo02,2016,61,52,3,13,11,2,0,0,6,0,0,1,13,0,0,8,0,1
fernajo03,2018,123,116,9,31,21,8,0,2,11,1,0,6,15,0,1,0,0,2
fernajo04,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fernajo04,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fernaju01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ferreje01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
festama01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
festama01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fieldjo03,2016,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fieldjo03,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fieldjo03,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fieldjo04,2018,233,221,28,49,27,13,0,9,21,4,0,7,72,0,3,1,1,3
fieldpr01,2016,370,326,29,69,45,16,0,8,44,0,0,32,63,1,7,0,5,12
fienca01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fienca01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fiersmi01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fiersmi01,2017,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fiersmi01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fiersmi01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
figueco01,2016,27,26,0,4,4,0,0,0,3,1,0,1,2,0,0,0,0,0
fillmhe01,2018,5,4,0,1,0,1,0,0,1,0,0,0,3,0,0,1,0,0
fillmhe01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finnebr01,2016,61,53,4,6,4,2,0,0,2,0,0,3,18,0,0,5,0,2
finnebr01,2017,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
finnebr01,2018,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fishede01,2017,166,146,21,31,21,4,1,5,17,3,3,17,54,1,3,0,0,1
fishede01,2018,86,79,13,13,5,2,2,4,11,2,0,5,42,0,0,0,2,0
fishede01,2019,167,146,23,27,15,4,1,7,17,5,1,21,57,0,0,0,0,3
fistedo01,2016,7,5,0,1,1,0,0,0,2,0,0,0,1,0,0,2,0,0
fistedo01,2017,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fistedo01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flaheja01,2017,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
flaheja01,2018,52,46,2,7,7,0,0,0,0,0,0,2,20,0,0,4,0,0
flaheja01,2019,66,54,4,10,7,3,0,0,4,1,1,2,17,0,0,9,1,0
flahery01,2016,176,157,16,34,24,7,0,3,15,2,0,17,48,1,0,1,1,1
flahery01,2017,43,38,5,8,7,1,0,0,4,0,0,4,10,0,1,0,0,0
flahery01,2018,182,161,17,35,27,6,0,2,13,4,2,18,41,4,1,1,1,5
flahery01,2019,22,21,4,3,1,2,0,0,1,0,0,0,7,0,0,1,0,1
flandyo01,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fletcda02,2018,307,284,35,78,57,18,2,1,25,3,0,15,34,0,3,3,2,7
fletcda02,2019,653,596,83,173,133,30,4,6,49,8,3,55,64,2,0,1,1,8
flexech01,2017,14,13,0,2,1,1,0,0,0,0,0,0,7,0,0,1,0,0
flexech01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flexech01,2019,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
floreke01,2016,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
florera02,2016,289,249,18,51,41,8,0,2,19,3,0,31,58,3,2,3,4,11
florera02,2017,9,8,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
florewi01,2016,335,307,38,82,52,14,0,16,49,1,1,23,48,0,2,0,3,9
florewi01,2017,362,336,42,91,55,17,1,18,52,1,1,17,54,1,3,0,6,14
florewi01,2018,429,386,43,103,67,25,0,11,51,0,0,29,42,1,5,0,9,8
florewi01,2019,285,265,31,84,57,18,0,9,37,0,0,15,31,0,4,0,1,9
floripe01,2016,25,24,4,5,3,1,1,0,4,0,1,1,12,0,0,0,0,0
floripe01,2017,49,46,6,16,11,4,1,0,6,0,0,3,16,0,0,0,0,1
floripe01,2018,76,71,13,16,7,6,1,2,5,1,2,5,30,0,0,0,0,0
florody01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
florody01,2017,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
florody01,2018,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
florody01,2019,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
flowety01,2016,325,281,27,76,50,18,0,8,41,0,0,29,91,1,11,0,4,3
flowety01,2017,370,317,41,89,61,16,0,12,49,0,1,31,82,1,20,0,2,6
flowety01,2018,296,251,34,57,40,9,0,8,30,0,0,35,76,0,9,0,1,6
flowety01,2019,310,271,36,62,37,11,3,11,34,0,0,31,105,3,6,0,2,8
floydga01,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flynnbr01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flynnbr01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flynnbr01,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flynnbr01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foltymi01,2016,42,36,3,5,4,1,0,0,1,0,0,1,19,0,0,5,0,0
foltymi01,2017,49,42,1,2,2,0,0,0,0,0,0,0,27,0,0,7,0,0
foltymi01,2018,66,58,3,3,2,1,0,0,4,0,0,0,41,0,0,8,0,0
foltymi01,2019,38,35,1,2,2,0,0,0,1,0,0,0,19,0,0,3,0,1
fontano01,2017,23,20,1,1,0,0,0,1,1,1,1,3,8,0,0,0,0,1
fontano01,2018,12,11,1,1,0,0,0,1,1,0,0,1,6,0,0,0,0,0
fontwi01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fontwi01,2018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
fontwi01,2019,4,3,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0
fordmi01,2019,163,143,30,37,18,7,0,12,25,0,0,17,28,2,3,0,0,0
forsylo01,2016,567,511,76,135,87,24,4,20,52,6,6,46,127,0,8,0,2,8
forsylo01,2017,439,361,56,81,56,19,0,6,36,3,2,69,109,1,4,0,5,12
forsylo01,2018,416,371,37,86,68,16,0,2,27,3,0,41,83,1,3,0,1,10
forsylo01,2019,366,317,38,72,47,17,1,7,39,2,0,44,100,0,3,0,2,8
fowlede01,2016,551,456,84,126,81,25,7,13,48,13,4,79,124,0,11,1,4,3
fowlede01,2017,491,420,68,111,62,22,9,18,64,7,3,63,101,6,4,0,4,10
fowlede01,2018,334,289,40,52,34,10,0,8,31,5,2,38,75,0,3,0,4,2
fowlede01,2019,574,487,69,116,72,24,1,19,67,8,5,74,142,1,8,1,4,6
fowledu01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fowledu01,2018,203,192,19,43,32,3,2,6,23,6,4,8,47,0,1,0,2,2
fraleja01,2019,41,40,3,6,4,2,0,0,1,0,0,0,14,0,1,0,0,0
francen01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
francje02,2016,331,307,33,78,55,15,1,7,34,2,2,20,90,2,0,1,3,5
francma02,2016,630,581,67,148,99,23,1,25,88,1,1,40,106,7,5,0,4,13
francma02,2017,623,575,66,132,78,29,1,24,76,0,0,41,95,3,2,0,5,21
francma02,2018,465,433,48,117,77,17,1,22,68,1,0,29,62,7,0,0,3,15
francma02,2019,428,389,48,91,57,17,0,17,56,0,0,36,61,19,0,0,3,14
francty01,2019,201,184,20,43,27,8,1,7,24,0,2,9,49,0,7,0,1,8
frankni01,2016,191,174,18,47,30,10,1,6,26,6,1,12,42,1,3,2,0,1
frankni01,2017,119,106,9,19,13,3,1,2,12,2,0,10,22,0,3,0,0,1
frankni01,2018,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frankse01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frareca01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frareca01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fraziad01,2016,160,146,21,44,33,8,1,2,11,4,1,12,26,0,1,0,1,0
fraziad01,2017,454,406,55,112,80,20,6,6,53,9,5,36,57,2,8,1,3,9
fraziad01,2018,352,318,52,88,53,23,2,10,35,1,3,29,53,2,3,1,1,3
fraziad01,2019,608,554,80,154,104,33,7,10,50,5,5,40,75,4,9,4,1,6
frazicl01,2017,142,134,16,31,14,9,4,4,17,1,0,7,43,0,0,0,1,2
frazicl01,2018,41,34,9,9,6,3,0,0,1,0,0,5,13,0,2,0,0,3
frazicl01,2019,246,225,31,60,34,14,0,12,38,1,2,16,70,1,2,0,3,2
frazito01,2016,666,590,89,133,72,21,0,40,98,15,5,64,163,1,4,1,7,11
frazito01,2017,576,474,74,101,54,19,1,27,76,4,3,83,125,2,14,0,5,10
frazito01,2018,472,408,54,87,51,18,0,18,59,9,4,48,112,1,8,0,8,10
frazito01,2019,499,447,63,112,70,19,2,21,67,1,2,40,106,1,12,0,0,9
freelky01,2017,56,52,3,8,6,1,0,1,2,0,0,1,30,0,0,3,0,0
freelky01,2018,71,65,5,6,4,2,0,0,2,0,0,2,40,0,0,4,0,0
freelky01,2019,31,23,1,2,2,0,0,0,0,0,0,3,15,0,0,5,0,1
freemfr01,2016,693,589,102,178,95,43,6,34,91,6,1,89,171,18,10,0,5,12
freemfr01,2017,514,440,84,135,70,35,2,28,71,8,5,65,95,14,7,0,2,9
freemfr01,2018,707,618,94,191,120,44,4,23,98,10,3,76,132,12,7,0,6,11
freemfr01,2019,692,597,113,176,102,34,2,38,121,6,3,87,127,11,6,0,2,17
freemmi01,2016,24,22,1,5,4,1,0,0,1,0,0,2,7,0,0,0,0,2
freemmi01,2017,66,60,6,6,3,2,0,1,1,0,0,6,19,1,0,0,0,1
freemmi01,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
freemmi01,2019,213,177,27,49,37,8,0,4,24,1,2,22,61,0,4,6,4,2
freemsa01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freemsa01,2017,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
freemsa01,2018,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
freemsa01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freesda01,2016,492,437,63,118,82,23,0,13,55,0,0,45,142,2,10,0,0,15
freesda01,2017,503,426,44,112,86,16,0,10,52,0,1,58,116,5,15,0,4,10
freesda01,2018,312,280,38,83,58,12,2,11,51,0,0,24,72,1,5,0,3,10
freesda01,2019,186,162,35,51,27,13,0,11,29,0,0,23,44,0,1,0,0,7
freitda01,2017,17,17,2,4,2,2,0,0,2,0,0,0,4,0,0,0,0,1
freitda01,2018,102,93,9,20,13,6,0,1,5,0,0,8,25,0,0,1,0,2
freitda01,2019,20,15,2,1,1,0,0,0,1,0,0,4,5,0,0,0,1,1
friasca01,2016,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
friedch01,2016,43,37,2,2,2,0,0,0,2,0,0,3,23,0,0,3,0,1
friedma01,2017,9,7,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0
friedma01,2018,8,8,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
friedma01,2019,65,56,11,11,7,4,0,0,4,0,0,5,16,0,0,4,0,0
frierer01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fryerer01,2016,133,116,19,31,26,4,1,0,13,0,3,13,25,0,0,2,2,1
fryerer01,2017,83,71,7,11,8,3,0,0,3,0,0,11,18,0,1,0,0,3
fryja01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fryja01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fryja01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frypa01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frypa01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fuentjo01,2019,56,55,8,12,8,1,0,3,7,1,0,1,20,0,0,0,0,0
fuentre01,2016,44,41,2,13,12,1,0,0,5,0,2,3,8,0,0,0,0,0
fuentre01,2017,145,136,19,32,26,1,2,3,9,4,1,8,35,0,0,1,0,0
fulmeca01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fulmeca01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fulmeca01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fulmeca01,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fulmemi01,2016,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
fulmemi01,2017,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
fulmemi01,2018,7,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1
gagnodr01,2018,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
gagnodr01,2019,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
galero01,2017,10,10,1,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0
galero01,2018,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
galero01,2019,15,15,1,2,2,0,0,0,0,0,0,0,7,0,0,0,0,1
gallaca01,2017,27,24,2,6,4,1,0,1,5,0,0,3,4,0,0,0,0,1
gallaca01,2018,69,63,5,13,9,3,0,1,7,0,0,3,15,0,1,1,1,1
gallaca01,2019,142,126,14,30,20,7,0,3,12,0,1,11,28,0,3,1,1,3
gallayo01,2016,6,4,1,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0
gallayo01,2017,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gallayo01,2018,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gallegi01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gallegi01,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gallegi01,2019,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
galleza01,2019,24,19,2,2,2,0,0,0,1,0,0,0,8,0,0,5,0,0
gallois01,2018,74,64,7,13,7,3,0,3,7,1,1,9,21,0,0,1,0,0
gallois01,2019,54,54,6,9,8,1,0,0,1,2,0,0,17,0,0,0,0,0
gallojo01,2016,30,25,2,1,0,0,0,1,1,1,0,5,19,0,0,0,0,0
gallojo01,2017,532,449,85,94,32,18,3,41,80,7,2,75,196,1,8,0,0,3
gallojo01,2018,577,500,82,103,38,24,1,40,92,3,4,74,207,4,3,0,0,3
gallojo01,2019,297,241,54,61,23,15,1,22,49,4,2,52,114,4,2,1,1,0
galvifr01,2016,624,584,61,141,92,26,3,20,67,17,6,25,136,6,3,8,4,16
galvifr01,2017,663,608,71,155,108,29,6,12,61,14,5,45,111,2,4,2,4,12
galvifr01,2018,656,602,62,149,100,31,5,13,67,8,6,45,147,2,2,1,6,8
galvifr01,2019,589,557,67,145,93,28,1,23,70,4,2,28,145,1,1,1,2,14
gamboed01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gamelbe01,2016,57,48,9,9,6,2,0,1,5,0,0,6,16,0,0,3,0,1
gamelbe01,2017,550,509,68,140,97,27,5,11,59,4,1,36,122,1,1,1,3,8
gamelbe01,2018,293,257,37,70,51,14,4,1,19,7,3,31,61,1,4,0,1,4
gamelbe01,2019,356,311,47,77,52,18,0,7,33,2,2,40,104,2,3,0,2,0
gantjo01,2016,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
gantjo01,2017,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gantjo01,2018,34,31,2,2,0,0,0,2,3,0,0,0,14,0,0,3,0,0
gantjo01,2019,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
garciad01,2016,562,532,65,145,102,29,0,14,65,3,2,24,93,4,6,0,0,18
garciad01,2017,183,173,19,41,32,4,0,5,19,4,0,7,23,0,2,0,1,9
garciad02,2018,17,17,3,2,1,1,0,0,1,0,0,0,7,0,0,0,0,0
garciar01,2018,65,63,8,18,13,1,0,4,9,0,0,2,31,0,0,0,0,1
garciar01,2019,46,42,5,6,3,1,0,2,5,0,0,4,21,1,0,0,0,1
garciav01,2016,453,413,59,101,69,18,2,12,51,4,4,34,115,0,4,0,2,9
garciav01,2017,561,518,75,171,121,27,5,18,80,5,3,33,111,5,9,0,1,14
garciav01,2018,385,356,47,84,52,11,2,19,49,3,1,20,102,2,4,0,5,9
garciav01,2019,530,489,61,138,91,25,2,20,72,10,4,31,125,2,7,0,3,15
garcibr01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcied01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcigr01,2016,257,214,33,59,45,11,0,3,17,1,1,38,50,4,4,0,1,3
garcigr01,2017,290,241,27,61,48,9,2,2,20,2,1,37,64,0,6,5,1,6
garcigr01,2018,208,181,15,40,31,6,0,3,15,3,1,20,37,1,4,1,2,3
garcigr01,2019,372,311,52,77,56,13,4,4,31,0,2,53,83,1,5,1,2,4
garcija01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcija01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcija01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcija02,2016,51,41,3,7,7,0,0,0,4,0,0,2,17,0,0,7,1,0
garcija02,2017,37,33,2,5,3,1,0,1,7,0,0,1,8,0,0,3,0,0
garcija02,2018,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
garcija04,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcija04,2018,11,9,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0
garcija04,2019,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
garcile02,2016,50,48,6,11,8,1,1,1,5,2,1,1,13,0,1,0,0,0
garcile02,2017,326,300,41,81,55,15,2,9,33,8,5,13,69,0,8,3,2,4
garcile02,2018,275,258,23,70,55,7,4,4,32,12,1,9,69,0,3,4,1,2
garcile02,2019,618,577,93,161,123,27,3,8,40,15,5,21,139,0,6,11,3,6
garcilu03,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
garcilu03,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcilu03,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcilu03,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garcion01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garciri01,2019,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
garciro02,2019,80,72,8,15,6,2,2,5,11,0,0,7,35,0,0,0,1,2
garciwi01,2017,119,105,15,25,15,5,3,2,12,0,0,11,31,0,0,1,2,2
garciyi01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garciyi01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garciyi01,2019,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
gardeni01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gardeni01,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gardnbr01,2016,634,547,80,143,108,22,6,7,41,16,4,70,106,0,8,4,5,6
gardnbr01,2017,682,594,96,157,106,26,4,21,63,23,5,72,122,2,8,5,3,4
gardnbr01,2018,609,530,95,125,86,20,7,12,45,16,2,65,107,0,5,4,5,6
gardnbr01,2019,550,491,86,123,62,26,7,28,74,10,2,52,108,0,4,0,3,6
garliky01,2019,53,48,8,12,5,4,0,3,6,0,0,5,19,1,0,0,0,0
garnedu01,2016,75,68,7,16,9,6,0,1,6,0,0,6,22,0,0,0,1,1
garnedu01,2017,126,112,10,21,11,8,0,2,9,0,0,12,36,0,1,1,0,3
garnedu01,2018,3,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
garnedu01,2019,100,86,14,21,13,5,0,3,14,0,0,10,22,0,4,0,0,1
garnepe01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garream01,2017,23,19,1,1,0,1,0,0,1,0,0,0,6,0,0,4,0,3
garream01,2018,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
garream01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garrere01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gartory01,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gartory01,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gartory01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
garvemi01,2017,52,46,5,9,5,1,3,0,3,0,0,6,15,0,0,0,0,1
garvemi01,2018,335,302,38,81,53,19,2,7,45,0,0,29,72,2,2,1,1,8
garvemi01,2019,359,311,70,85,37,16,1,31,67,0,0,41,87,0,5,0,2,5
garzama01,2016,33,28,1,1,1,0,0,0,0,0,0,2,17,0,0,3,0,1
garzama01,2017,37,35,1,3,3,0,0,0,1,0,0,0,13,0,1,1,0,0
gattiev01,2016,499,447,58,112,61,19,0,32,72,2,1,43,127,6,4,0,5,12
gattiev01,2017,325,300,41,79,45,22,0,12,55,0,1,18,50,0,4,0,3,10
gattiev01,2018,451,407,49,92,50,17,0,25,78,1,0,33,101,2,3,0,8,13
gausmke01,2016,3,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
gausmke01,2017,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gausmke01,2018,25,21,0,1,1,0,0,0,0,0,0,4,11,0,0,0,0,0
gausmke01,2019,27,27,1,1,1,0,0,0,0,0,0,0,18,0,0,0,0,1
gavigsa01,2017,5,5,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
gavigsa01,2018,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
gavigsa01,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gearrco01,2016,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
